"SIGNAL","TIME1","TIME2","TDIFF","P","A00","A21","A45","A90","A45A","A45B","A45C","A90A","A90B","A90C","TDMAX"
5306,2017-09-04 04:00:00,2017-09-04 05:00:00,60,8,20,2,2,3,2,2,2,2,2,2,6.74666666587194
5306,2017-09-04 05:00:00,2017-09-04 06:00:00,60,8,36,0,0,0,0,0,0,0,0,0,4.04333333571752
5306,2017-09-04 06:00:00,2017-09-04 07:00:00,60,8,55,1,1,1,1,1,1,1,1,1,2.35166666507721
5306,2017-09-04 07:00:00,2017-09-04 08:00:00,60,8,47,1,1,1,1,1,1,1,1,1,1.59333333174388
5306,2017-09-04 08:00:00,2017-09-04 09:00:00,60,8,27,3,3,3,3,3,3,3,3,3,1.26666666666667
5306,2017-09-04 09:00:00,2017-09-04 10:00:00,60,8,30,7,7,12,7,7,7,8,8,8,0.984999998410543
5306,2017-09-04 10:00:00,2017-09-04 11:00:00,60,8,28,3,3,4,3,3,3,3,3,3,1.20999999841054
5306,2017-09-04 11:00:00,2017-09-04 12:00:00,60,8,27,4,4,16,4,4,4,5,5,5,1.10666666825612
5306,2017-09-04 12:00:00,2017-09-04 13:00:00,60,8,27,7,7,44,7,7,7,9,9,9,1.02666666507721
5306,2017-09-04 13:00:00,2017-09-04 14:00:00,60,8,28,6,6,6,6,6,6,6,6,6,0.978333334128062
5306,2017-09-04 14:00:00,2017-09-04 15:00:00,60,8,27,11,12,92,12,12,12,25,24,22,0.933333333333333
5306,2017-09-04 15:00:00,2017-09-04 16:00:00,60,8,27,6,5,12,5,5,5,9,9,8,0.933333333333333
5306,2017-09-04 16:00:00,2017-09-04 17:00:00,60,8,28,6,5,9,5,5,5,7,7,7,1.12666666507721
5306,2017-09-04 17:00:00,2017-09-04 18:00:00,60,8,27,8,8,24,8,8,8,13,13,12,1.04333333174388
5306,2017-09-04 18:00:00,2017-09-04 19:00:00,60,8,27,5,5,6,5,5,5,6,6,6,0.973333334922791
5306,2017-09-04 19:00:00,2017-09-04 20:00:00,60,8,30,5,5,37,5,5,5,8,8,7,0.906666668256124
5306,2017-09-04 20:00:00,2017-09-04 21:00:00,60,8,30,6,6,8,6,7,7,8,8,6,1.00499999920527
5306,2017-09-04 21:00:00,2017-09-04 22:00:00,60,8,30,5,4,10,5,5,5,7,6,6,1.06833333571752
5306,2017-09-04 22:00:00,2017-09-04 23:00:00,60,8,69,2,2,2,2,2,2,2,2,2,1.47833333412806
5306,2017-09-04 23:00:00,2017-09-05 00:00:00,60,8,56,1,1,1,1,1,1,1,1,1,5.02833333412806
5306,2017-09-05 00:00:00,2017-09-05 01:00:00,60,8,33,0,0,0,0,0,0,0,0,0,7.73999999761581
5306,2017-09-05 01:00:00,2017-09-05 02:00:00,60,8,26,0,0,0,0,0,0,0,0,0,7.28333333333333
5306,2017-09-05 02:00:00,2017-09-05 03:00:00,60,8,18,2,2,4,2,2,2,2,2,2,8.97666666507721
5306,2017-09-05 03:00:00,2017-09-05 04:00:00,60,8,23,0,0,0,0,0,0,0,0,0,8.16666666666667
5306,2017-09-05 04:00:00,2017-09-05 05:00:00,60,8,40,0,0,0,0,0,0,0,0,0,3.56499999761581
5306,2017-09-05 05:00:00,2017-09-05 06:00:00,60,8,55,2,2,4,2,2,2,2,2,2,2.15499999920527
5306,2017-09-05 06:00:00,2017-09-05 07:00:00,60,8,58,4,4,4,4,4,4,4,4,4,1.06500000158946
5306,2017-09-05 07:00:00,2017-09-05 08:00:00,60,8,29,6,6,12,6,6,6,9,9,9,0.976666669050852
5306,2017-09-05 08:00:00,2017-09-05 09:00:00,60,8,30,9,9,21,9,9,9,12,11,10,0.783333333333333
5306,2017-09-05 09:00:00,2017-09-05 10:00:00,60,8,30,6,6,12,6,6,6,9,7,7,1.0616666674614
5306,2017-09-05 10:00:00,2017-09-05 11:00:00,60,8,28,8,8,11,8,8,8,11,10,10,1.00499999920527
5306,2017-09-05 11:00:00,2017-09-05 12:00:00,60,8,27,11,11,17,11,11,11,13,13,13,0.913333332538605
5306,2017-09-05 12:00:00,2017-09-05 13:00:00,60,8,28,9,10,31,9,9,9,16,13,12,0.883333333333333
5306,2017-09-05 13:00:00,2017-09-05 14:00:00,60,8,27,9,9,19,9,9,9,12,12,12,1.00666666825612
5306,2017-09-05 14:00:00,2017-09-05 15:00:00,60,8,27,9,9,41,9,9,9,12,11,11,0.901666665077209
5306,2017-09-05 15:00:00,2017-09-05 16:00:00,60,8,24,12,12,53,12,12,12,21,15,15,1.46333333651225
5306,2017-09-05 16:00:00,2017-09-05 17:00:00,60,8,24,8,8,17,8,8,8,13,13,12,1.03333333333333
5306,2017-09-05 17:00:00,2017-09-05 18:00:00,60,8,24,14,14,52,14,14,14,27,25,23,0.958333333333333
5306,2017-09-05 18:00:00,2017-09-05 19:00:00,60,8,24,9,10,27,9,10,10,16,15,14,1.1133333325386
5306,2017-09-05 19:00:00,2017-09-05 20:00:00,60,8,27,5,5,6,5,5,5,6,6,6,1.13499999841054
5306,2017-09-05 20:00:00,2017-09-05 21:00:00,60,8,28,6,6,16,6,6,6,8,8,6,1.17999999920527
5306,2017-09-05 21:00:00,2017-09-05 22:00:00,60,8,53,8,8,25,8,8,8,9,9,9,0.776666665077209
5306,2017-09-05 22:00:00,2017-09-05 23:00:00,60,8,65,2,3,3,3,3,3,3,3,3,1.30333333015442
5306,2017-09-05 23:00:00,2017-09-06 00:00:00,60,8,66,2,2,3,2,2,2,2,2,2,2.12833333015442
5306,2017-09-06 00:00:00,2017-09-06 01:00:00,60,8,40,1,1,1,1,1,1,1,1,1,6.03333333333333
5306,2017-09-06 01:00:00,2017-09-06 02:00:00,60,8,22,0,0,0,0,0,0,0,0,0,6.14833333094915
5306,2017-09-06 02:00:00,2017-09-06 03:00:00,60,8,10,1,1,1,1,1,1,1,1,1,21.1033333341281
5306,2017-09-06 03:00:00,2017-09-06 04:00:00,60,8,27,1,1,2,1,1,1,1,1,1,6.28166666428248
5306,2017-09-06 04:00:00,2017-09-06 05:00:00,60,8,43,1,1,1,1,1,1,1,1,1,7.56000000238419
5306,2017-09-06 05:00:00,2017-09-06 06:00:00,60,8,60,1,1,1,1,1,1,1,1,1,3.29833333492279
5306,2017-09-06 06:00:00,2017-09-06 07:00:00,60,8,63,1,3,8,1,2,2,1,1,1,1.07000000079473
5306,2017-09-06 07:00:00,2017-09-06 08:00:00,60,8,29,5,6,14,6,6,6,7,7,7,0.956666668256124
5306,2017-09-06 08:00:00,2017-09-06 09:00:00,60,8,30,7,7,15,6,7,7,11,10,10,0.845000000794729
5306,2017-09-06 09:00:00,2017-09-06 10:00:00,60,8,28,4,4,5,4,4,4,4,4,4,0.891666666666667
5306,2017-09-06 10:00:00,2017-09-06 11:00:00,60,8,28,11,11,20,11,11,11,14,14,14,1.05499999920527
5306,2017-09-06 11:00:00,2017-09-06 12:00:00,60,8,27,13,13,57,13,13,13,21,19,19,1.00166666507721
5306,2017-09-06 12:00:00,2017-09-06 13:00:00,60,8,28,7,7,28,7,7,7,8,8,7,0.868333331743876
5306,2017-09-06 13:00:00,2017-09-06 14:00:00,60,8,27,9,10,15,10,10,10,12,12,12,0.946666665871938
5306,2017-09-06 14:00:00,2017-09-06 15:00:00,60,8,27,12,12,22,11,11,11,15,15,15,1.01500000158946
5306,2017-09-06 15:00:00,2017-09-06 16:00:00,60,8,24,11,11,59,11,11,11,24,23,21,1.07166666984558
5306,2017-09-06 16:00:00,2017-09-06 17:00:00,60,8,24,11,11,67,11,11,11,24,21,20,1.00166666507721
5306,2017-09-06 17:00:00,2017-09-06 18:00:00,60,8,24,11,12,29,11,12,12,18,15,14,0.958333333333333
5306,2017-09-06 18:00:00,2017-09-06 19:00:00,60,8,24,9,9,54,9,9,9,11,10,10,1.21666666666667
5306,2017-09-06 19:00:00,2017-09-06 20:00:00,60,8,27,7,7,29,7,7,7,13,13,12,1.05333333412806
5306,2017-09-06 20:00:00,2017-09-06 21:00:00,60,8,28,9,9,22,10,10,9,14,13,12,1.15166666507721
5306,2017-09-06 21:00:00,2017-09-06 22:00:00,60,8,47,11,11,27,11,11,11,12,12,12,0.773333330949148
5306,2017-09-06 22:00:00,2017-09-06 23:00:00,60,8,59,4,4,5,4,4,4,4,4,4,1.98833333651225
5306,2017-09-06 23:00:00,2017-09-07 00:00:00,60,8,63,1,1,1,1,1,1,1,1,1,2.35333333412806
5306,2017-09-07 00:00:00,2017-09-07 01:00:00,60,8,35,0,0,0,0,0,0,0,0,0,7.71833333174388
5306,2017-09-07 01:00:00,2017-09-07 02:00:00,60,8,20,0,0,0,0,0,0,0,0,0,9.34333333174388
5306,2017-09-07 02:00:00,2017-09-07 03:00:00,60,8,12,0,0,0,0,0,0,0,0,0,16.4849999984105
5306,2017-09-07 03:00:00,2017-09-07 04:00:00,60,8,15,2,2,2,2,2,2,2,2,2,10.7133333365122
5306,2017-09-07 04:00:00,2017-09-07 05:00:00,60,8,42,1,1,1,1,1,1,1,1,1,5.99000000158946
5306,2017-09-07 05:00:00,2017-09-07 06:00:00,60,8,53,1,1,1,1,1,1,1,1,1,2.93833333651225
5306,2017-09-07 06:00:00,2017-09-07 07:00:00,60,8,58,0,0,0,0,0,0,0,0,0,1.22666666507721
5306,2017-09-07 07:00:00,2017-09-07 08:00:00,60,8,31,6,7,10,6,7,7,7,6,6,0.895000000794729
5306,2017-09-07 08:00:00,2017-09-07 09:00:00,60,8,30,8,9,31,8,9,9,14,11,11,0.771666665871938
5306,2017-09-07 09:00:00,2017-09-07 10:00:00,60,8,30,5,6,19,5,6,6,8,8,8,0.890000001589457
5306,2017-09-07 10:00:00,2017-09-07 11:00:00,60,8,28,7,7,17,7,7,7,9,8,8,1.05499999920527
5306,2017-09-07 11:00:00,2017-09-07 12:00:00,60,8,27,12,12,22,12,12,12,17,16,16,1.02833333412806
5306,2017-09-07 12:00:00,2017-09-07 13:00:00,60,8,28,5,5,17,5,5,5,6,5,5,0.921666665871938
5306,2017-09-07 13:00:00,2017-09-07 14:00:00,60,8,27,11,11,34,11,11,11,17,16,15,1.00666666825612
5306,2017-09-07 14:00:00,2017-09-07 15:00:00,60,8,27,13,13,115,13,13,13,23,20,20,0.993333331743876
5306,2017-09-07 15:00:00,2017-09-07 16:00:00,60,8,24,17,17,81,17,17,17,35,32,29,0.940000001589457
5306,2017-09-07 16:00:00,2017-09-07 17:00:00,60,8,24,11,12,33,11,11,11,16,16,16,1.14000000158946
5306,2017-09-07 17:00:00,2017-09-07 18:00:00,60,8,24,8,11,71,9,10,10,16,12,12,1.10833333333333
5306,2017-09-07 18:00:00,2017-09-07 19:00:00,60,8,24,10,9,17,9,9,9,12,10,9,1.23499999841054
5306,2017-09-07 19:00:00,2017-09-07 20:00:00,60,8,28,6,6,11,6,6,6,8,8,7,1.02666666507721
5306,2017-09-07 20:00:00,2017-09-07 21:00:00,60,8,25,8,8,16,8,8,8,13,11,10,1.93166666428248
5306,2017-09-07 21:00:00,2017-09-07 22:00:00,60,8,20,9,10,38,9,9,9,18,17,16,1.77166666587194
5306,2017-09-07 22:00:00,2017-09-07 23:00:00,60,8,62,1,1,2,1,1,1,2,1,1,1.59000000158946
5306,2017-09-07 23:00:00,2017-09-08 00:00:00,60,8,65,5,5,9,5,5,5,5,5,5,1.81333333651225
5306,2017-09-08 00:00:00,2017-09-08 01:00:00,60,8,44,1,1,1,1,1,1,1,1,1,2.84500000079473
5306,2017-09-08 01:00:00,2017-09-08 02:00:00,60,8,26,0,0,0,0,0,0,0,0,0,5.40666666825612
5306,2017-09-08 02:00:00,2017-09-08 03:00:00,60,8,21,0,0,0,0,0,0,0,0,0,9.50166666507721
5306,2017-09-08 03:00:00,2017-09-08 04:00:00,60,8,18,0,0,0,0,0,0,0,0,0,14.8933333317439
5306,2017-09-08 04:00:00,2017-09-08 05:00:00,60,8,36,1,1,2,1,1,1,2,1,1,4.93666666348775
5306,2017-09-08 05:00:00,2017-09-08 06:00:00,60,8,58,0,0,0,0,0,0,0,0,0,3.3133333325386
5306,2017-09-08 06:00:00,2017-09-08 07:00:00,60,8,57,0,0,0,0,0,0,0,0,0,1.7133333325386
5306,2017-09-08 07:00:00,2017-09-08 08:00:00,60,8,29,8,10,66,8,8,8,13,10,9,0.968333331743876
5306,2017-09-08 08:00:00,2017-09-08 09:00:00,60,8,30,8,8,19,8,8,8,10,10,10,0.796666665871938
5306,2017-09-08 09:00:00,2017-09-08 10:00:00,60,8,30,10,10,32,10,10,10,13,13,13,0.82333333492279
5306,2017-09-08 10:00:00,2017-09-08 11:00:00,60,8,28,9,10,11,10,10,10,11,11,11,1.09000000158946
5306,2017-09-08 11:00:00,2017-09-08 12:00:00,60,8,27,13,14,74,13,14,14,18,17,17,0.886666667461395
5306,2017-09-08 12:00:00,2017-09-08 13:00:00,60,8,28,11,10,15,10,10,10,11,11,11,0.758333333333333
5306,2017-09-08 13:00:00,2017-09-08 14:00:00,60,8,27,7,7,11,7,7,7,8,8,8,0.758333333333333
5306,2017-09-08 14:00:00,2017-09-08 15:00:00,60,8,27,7,7,14,7,7,7,9,8,8,0.928333334128062
5306,2017-09-08 15:00:00,2017-09-08 16:00:00,60,8,24,11,11,38,11,11,11,18,18,16,0.958333333333333
5306,2017-09-08 16:00:00,2017-09-08 17:00:00,60,8,24,11,11,42,11,11,11,14,13,11,0.958333333333333
5306,2017-09-08 17:00:00,2017-09-08 18:00:00,60,8,24,13,13,40,13,13,13,15,15,15,0.958333333333333
5306,2017-09-08 18:00:00,2017-09-08 19:00:00,60,8,24,14,14,28,14,14,14,21,20,20,0.958333333333333
5306,2017-09-08 19:00:00,2017-09-08 20:00:00,60,8,26,9,10,27,10,10,10,15,14,14,0.921666665871938
5306,2017-09-08 20:00:00,2017-09-08 21:00:00,60,8,28,8,8,17,8,8,8,8,8,8,1.10999999841054
5306,2017-09-08 21:00:00,2017-09-08 22:00:00,60,8,40,3,3,5,3,3,3,5,4,3,0.923333334922791
5306,2017-09-08 22:00:00,2017-09-08 23:00:00,60,8,64,0,0,0,0,0,0,0,0,0,1.00833333333333
5306,2017-09-08 23:00:00,2017-09-09 00:00:00,60,8,65,1,1,2,1,1,1,1,1,1,1.575
5306,2017-09-09 00:00:00,2017-09-09 01:00:00,60,8,67,5,6,8,5,6,6,6,6,5,1.91000000238419
5306,2017-09-09 01:00:00,2017-09-09 02:00:00,60,8,51,1,1,1,1,1,1,1,1,1,3.39333333174388
5306,2017-09-09 02:00:00,2017-09-09 03:00:00,60,8,26,3,3,6,3,3,3,4,4,3,15.1066500027974
5306,2017-09-09 03:00:00,2017-09-09 04:00:00,60,8,20,0,0,0,0,0,0,0,0,0,15.1066500027974
5306,2017-09-09 04:00:00,2017-09-09 05:00:00,60,8,31,0,0,0,0,0,0,0,0,0,4.51666666666667
5306,2017-09-09 05:00:00,2017-09-09 06:00:00,60,8,48,0,0,0,0,0,0,0,0,0,3.09166666666667
5306,2017-09-09 06:00:00,2017-09-09 07:00:00,60,8,56,1,1,1,1,1,1,1,1,1,2.32000000079473
5306,2017-09-09 07:00:00,2017-09-09 08:00:00,60,8,40,0,0,0,0,0,0,0,0,0,1.06666666666667
5306,2017-09-09 08:00:00,2017-09-09 09:00:00,60,8,28,3,4,7,4,4,4,5,5,5,1.075
5306,2017-09-09 09:00:00,2017-09-09 10:00:00,60,8,30,8,7,38,7,7,7,11,11,10,0.916666666666667
5306,2017-09-09 10:00:00,2017-09-09 11:00:00,60,8,28,8,8,14,8,8,8,11,11,11,0.973333334922791
5306,2017-09-09 11:00:00,2017-09-09 12:00:00,60,8,27,9,9,13,9,9,9,11,11,10,0.908333333333333
5306,2017-09-09 12:00:00,2017-09-09 13:00:00,60,8,26,8,9,34,9,9,9,14,14,14,0.908333333333333
5306,2017-09-09 13:00:00,2017-09-09 14:00:00,60,8,28,9,8,17,8,8,8,9,9,9,0.915000001589457
5306,2017-09-09 14:00:00,2017-09-09 15:00:00,60,8,27,9,9,20,9,9,9,14,13,11,1.12666666507721
5306,2017-09-09 15:00:00,2017-09-09 16:00:00,60,8,27,12,13,28,13,13,13,17,17,17,0.908333333333333
5306,2017-09-09 16:00:00,2017-09-09 17:00:00,60,8,28,7,7,68,6,7,7,16,13,10,0.908333333333333
5306,2017-09-09 17:00:00,2017-09-09 18:00:00,60,8,25,5,6,42,5,6,6,9,6,6,1.34666666587194
5306,2017-09-09 18:00:00,2017-09-09 19:00:00,60,8,27,7,7,17,7,7,7,10,9,9,1.38499999841054
5306,2017-09-09 19:00:00,2017-09-09 20:00:00,60,8,30,5,5,14,5,5,5,6,6,6,1.04666666587194
5306,2017-09-09 20:00:00,2017-09-09 21:00:00,60,8,30,5,5,13,5,5,5,6,6,6,0.95
5306,2017-09-09 21:00:00,2017-09-09 22:00:00,60,8,29,4,4,106,4,5,5,7,6,6,1.1116666674614
5306,2017-09-09 22:00:00,2017-09-09 23:00:00,60,8,65,0,0,0,0,0,0,0,0,0,1.19833333492279
5306,2017-09-09 23:00:00,2017-09-10 00:00:00,60,8,62,3,3,3,3,3,3,3,3,3,1.4616666674614
5306,2017-09-10 00:00:00,2017-09-10 01:00:00,60,8,57,1,1,1,1,1,1,1,1,1,1.58333333333333
5306,2017-09-10 01:00:00,2017-09-10 02:00:00,60,8,42,3,3,3,3,3,3,3,3,3,3.57166666587194
5306,2017-09-10 02:00:00,2017-09-10 03:00:00,60,8,17,1,1,1,1,1,1,1,1,1,9.8883333325386
5306,2017-09-10 03:00:00,2017-09-10 04:00:00,60,8,17,1,1,5,1,1,1,3,2,2,8.40833333333333
5306,2017-09-10 04:00:00,2017-09-10 05:00:00,60,8,21,1,1,1,1,1,1,1,1,1,6.91500000158946
5306,2017-09-10 05:00:00,2017-09-10 06:00:00,60,8,30,0,0,0,0,0,0,0,0,0,6.73166666825612
5306,2017-09-10 06:00:00,2017-09-10 07:00:00,60,8,43,3,3,6,3,3,3,3,3,3,3.30166666507721
5306,2017-09-10 07:00:00,2017-09-10 08:00:00,60,8,51,1,1,1,1,1,1,1,1,1,3.34000000158946
5306,2017-09-10 08:00:00,2017-09-10 09:00:00,60,8,50,3,3,7,3,3,3,5,5,4,1.2633333325386
5306,2017-09-10 09:00:00,2017-09-10 10:00:00,60,8,26,1,2,3,2,2,2,3,2,2,1.05666666825612
5306,2017-09-10 10:00:00,2017-09-10 11:00:00,60,8,29,5,4,9,4,4,4,5,5,5,1.02666666507721
5306,2017-09-10 11:00:00,2017-09-10 12:00:00,60,8,29,3,4,23,4,4,4,5,5,5,1.05166666507721
5306,2017-09-10 12:00:00,2017-09-10 13:00:00,60,8,28,4,3,18,3,3,3,6,5,5,0.933333333333333
5306,2017-09-10 13:00:00,2017-09-10 14:00:00,60,8,28,3,3,3,3,3,3,3,3,3,0.941666666666667
5306,2017-09-10 14:00:00,2017-09-10 15:00:00,60,8,30,5,5,8,5,5,5,7,7,6,0.956666668256124
5306,2017-09-10 15:00:00,2017-09-10 16:00:00,60,8,29,1,2,22,1,2,2,2,2,1,1.01166666348775
5306,2017-09-10 16:00:00,2017-09-10 17:00:00,60,8,30,6,6,13,6,6,6,8,7,7,0.921666665871938
5306,2017-09-10 17:00:00,2017-09-10 18:00:00,60,8,28,4,4,6,4,4,4,4,4,4,1.01500000158946
5306,2017-09-10 18:00:00,2017-09-10 19:00:00,60,8,30,6,7,10,7,7,7,7,7,7,0.970000000794729
5306,2017-09-10 19:00:00,2017-09-10 20:00:00,60,8,30,3,2,4,2,2,2,3,3,3,1.26500000158946
5306,2017-09-10 20:00:00,2017-09-10 21:00:00,60,8,29,4,4,7,4,4,4,6,6,6,1.10999999841054
5306,2017-09-10 21:00:00,2017-09-10 22:00:00,60,8,28,2,2,8,2,2,2,6,5,4,1.32166666587194
5306,2017-09-10 22:00:00,2017-09-10 23:00:00,60,8,64,1,1,1,1,1,1,1,1,1,1.92333333094915
5306,2017-09-10 23:00:00,2017-09-11 00:00:00,60,8,48,3,4,5,3,4,4,3,3,3,4.65833333333333
5306,2017-09-11 00:00:00,2017-09-11 01:00:00,60,8,29,1,1,1,1,1,1,1,1,1,8.30833333333333
5306,2017-09-11 01:00:00,2017-09-11 02:00:00,60,8,17,0,0,0,0,0,0,0,0,0,12.925
5306,2017-09-11 02:00:00,2017-09-11 03:00:00,60,8,9,0,0,0,0,0,0,0,0,0,12.7983333309491
5306,2017-09-11 03:00:00,2017-09-11 04:00:00,60,8,20,1,1,2,1,1,1,1,1,1,9.64666666984558
5306,2017-09-11 04:00:00,2017-09-11 05:00:00,60,8,36,2,2,2,2,2,2,2,2,2,5.00833333333333
5306,2017-09-11 05:00:00,2017-09-11 06:00:00,60,8,55,2,2,4,2,2,2,2,2,2,5.00833333333333
5306,2017-09-11 06:00:00,2017-09-11 07:00:00,60,8,63,3,3,3,3,3,3,3,3,3,1.41999999682109
5306,2017-09-11 07:00:00,2017-09-11 08:00:00,60,8,29,6,6,33,6,6,6,10,9,7,1.23166666825612
5306,2017-09-11 08:00:00,2017-09-11 09:00:00,60,8,30,8,8,13,8,8,8,11,11,10,0.879999999205271
5306,2017-09-11 09:00:00,2017-09-11 10:00:00,60,8,30,11,13,23,11,12,12,13,13,13,0.921666665871938
5306,2017-09-11 10:00:00,2017-09-11 11:00:00,60,8,27,7,7,10,7,7,7,9,9,9,1.08333333333333
5306,2017-09-11 11:00:00,2017-09-11 12:00:00,60,8,27,10,12,46,10,11,11,11,11,10,1.05333333412806
5306,2017-09-11 12:00:00,2017-09-11 13:00:00,60,8,28,8,8,35,8,8,8,10,9,9,0.976666665077209
5306,2017-09-11 13:00:00,2017-09-11 14:00:00,60,8,27,5,5,7,5,5,5,6,6,6,0.891666666666667
5306,2017-09-11 14:00:00,2017-09-11 15:00:00,60,8,27,8,8,14,8,8,8,11,11,11,0.954999999205271
5306,2017-09-11 15:00:00,2017-09-11 16:00:00,60,8,24,14,15,69,14,14,14,24,24,22,1.4616666674614
5306,2017-09-11 16:00:00,2017-09-11 17:00:00,60,8,24,13,13,45,13,13,13,19,16,15,0.958333333333333
5306,2017-09-11 17:00:00,2017-09-11 18:00:00,60,8,24,12,13,56,12,13,13,15,14,14,0.958333333333333
5306,2017-09-11 18:00:00,2017-09-11 19:00:00,60,8,24,12,12,54,12,12,12,17,16,16,1.20333333412806
5306,2017-09-11 19:00:00,2017-09-11 20:00:00,60,8,27,15,15,48,15,15,15,27,23,20,1.0383333325386
5306,2017-09-11 20:00:00,2017-09-11 21:00:00,60,8,28,7,7,40,7,7,7,9,9,8,1.16500000158946
5306,2017-09-11 21:00:00,2017-09-11 22:00:00,60,8,52,3,3,3,3,3,3,3,3,3,0.973333330949148
5306,2017-09-11 22:00:00,2017-09-11 23:00:00,60,8,72,4,4,6,4,4,4,4,4,4,1.3866666674614
5306,2017-09-11 23:00:00,2017-09-12 00:00:00,60,8,57,1,1,1,1,1,1,1,1,1,3.09666666587194
5306,2017-09-12 00:00:00,2017-09-12 01:00:00,60,8,42,1,1,1,1,1,1,1,1,1,6.44500000079473
5306,2017-09-12 01:00:00,2017-09-12 02:00:00,60,8,15,0,0,0,0,0,0,0,0,0,7.29666666587194
5306,2017-09-12 02:00:00,2017-09-12 03:00:00,60,8,11,1,1,1,1,1,1,1,1,1,11.1449999968211
5306,2017-09-12 03:00:00,2017-09-12 04:00:00,60,8,18,0,0,0,0,0,0,0,0,0,7.66166666746139
5306,2017-09-12 04:00:00,2017-09-12 05:00:00,60,8,42,2,2,7,2,2,2,3,3,2,7.92833333412806
5306,2017-09-12 05:00:00,2017-09-12 06:00:00,60,8,60,1,1,1,1,1,1,1,1,1,2.75499999920527
5306,2017-09-12 06:00:00,2017-09-12 07:00:00,60,8,62,2,2,3,2,2,2,2,2,2,1.11499999761581
5306,2017-09-12 07:00:00,2017-09-12 08:00:00,60,8,30,6,6,10,6,6,6,8,8,8,0.904999999205271
5306,2017-09-12 08:00:00,2017-09-12 09:00:00,60,8,30,5,5,26,5,5,5,9,6,6,0.843333331743876
5306,2017-09-12 09:00:00,2017-09-12 10:00:00,60,8,30,7,7,8,7,7,7,8,8,8,1.00333333412806
5306,2017-09-12 10:00:00,2017-09-12 11:00:00,60,8,28,11,11,21,11,11,11,17,16,15,1.0116666674614
5306,2017-09-12 11:00:00,2017-09-12 12:00:00,60,8,27,11,10,18,10,10,10,16,16,16,0.909999998410543
5306,2017-09-12 12:00:00,2017-09-12 13:00:00,60,8,27,9,9,28,9,9,9,17,14,14,0.923333334922791
5306,2017-09-12 13:00:00,2017-09-12 14:00:00,60,8,28,9,9,19,9,9,9,12,12,11,0.891666666666667
5306,2017-09-12 14:00:00,2017-09-12 15:00:00,60,8,27,8,8,44,8,8,8,10,9,8,0.928333334128062
5306,2017-09-12 15:00:00,2017-09-12 16:00:00,60,8,24,8,8,31,8,8,8,15,14,13,1.02666666507721
5306,2017-09-12 16:00:00,2017-09-12 17:00:00,60,8,24,7,8,55,7,7,7,11,10,10,1.22666666507721
5306,2017-09-12 17:00:00,2017-09-12 18:00:00,60,8,24,10,13,49,10,10,10,16,16,16,0.958333333333333
5306,2017-09-12 18:00:00,2017-09-12 19:00:00,60,8,24,8,8,27,8,8,8,12,12,11,1.18333333333333
5306,2017-09-12 19:00:00,2017-09-12 20:00:00,60,8,27,7,7,29,7,7,7,10,10,10,1.11500000158946
5306,2017-09-12 20:00:00,2017-09-12 21:00:00,60,8,28,9,9,24,9,9,9,11,10,10,1.08333333333333
5306,2017-09-12 21:00:00,2017-09-12 22:00:00,60,8,52,4,5,5,4,5,5,5,5,5,1.06666666666667
5306,2017-09-12 22:00:00,2017-09-12 23:00:00,60,8,64,1,1,1,1,1,1,1,1,1,1.90999999841054
5306,2017-09-12 23:00:00,2017-09-13 00:00:00,60,8,59,1,1,1,1,1,1,1,1,1,4.36166666348775
5306,2017-09-13 00:00:00,2017-09-13 01:00:00,60,8,38,1,1,2,1,1,1,1,1,1,5.41000000238419
5306,2017-09-13 01:00:00,2017-09-13 02:00:00,60,8,21,3,3,4,3,3,3,3,3,3,8.34666666587194
5306,2017-09-13 02:00:00,2017-09-13 03:00:00,60,8,17,0,0,0,0,0,0,0,0,0,6.27166666984558
5306,2017-09-13 03:00:00,2017-09-13 04:00:00,60,8,14,0,0,0,0,0,0,0,0,0,10.0783333301544
5306,2017-09-13 04:00:00,2017-09-13 05:00:00,60,8,36,2,2,2,2,2,2,2,2,2,5.30833333333333
5306,2017-09-13 05:00:00,2017-09-13 06:00:00,60,8,47,3,3,3,3,3,3,3,3,3,5.30833333333333
5306,2017-09-13 06:00:00,2017-09-13 07:00:00,60,8,58,3,4,8,3,4,4,5,5,4,0.876666665077209
5306,2017-09-13 07:00:00,2017-09-13 08:00:00,60,8,30,7,7,15,7,7,7,9,9,9,0.986666667461395
5306,2017-09-13 08:00:00,2017-09-13 09:00:00,60,8,30,4,4,6,4,4,4,5,5,5,0.803333334128062
5306,2017-09-13 09:00:00,2017-09-13 10:00:00,60,8,30,9,9,24,9,9,9,12,11,9,0.878333334128062
5306,2017-09-13 10:00:00,2017-09-13 11:00:00,60,8,28,7,8,19,7,8,8,10,9,8,1.1116666674614
5306,2017-09-13 11:00:00,2017-09-13 12:00:00,60,8,27,11,11,18,11,11,11,14,14,14,1
5306,2017-09-13 12:00:00,2017-09-13 13:00:00,60,8,26,5,5,53,5,5,5,11,10,8,1.02166666587194
5306,2017-09-13 13:00:00,2017-09-13 14:00:00,60,8,27,7,7,23,7,7,7,10,10,10,0.968333331743876
5306,2017-09-13 14:00:00,2017-09-13 15:00:00,60,8,27,11,11,24,11,11,11,16,16,15,0.871666665871938
5306,2017-09-13 15:00:00,2017-09-13 16:00:00,60,8,24,12,12,24,12,12,12,17,16,16,1.14000000158946
